nh,chn_start,chn_end,length,structure,roughness_limit,rut_limit,crack_limit,ravelling_limit,roughness,rut_depth,crack_area,area,start_lat,start_long,frame,timestamp
NH148N,252600,252700,100,Culvert,2400,5,5,1,1446.0,4.2,0.003,0.031,26.31403,76.24195,1058,211600
NH148N,252700,252800,100,,2400,5,5,1,955.0,4.7,0.001,0.0,26.31314,76.24178,1078,215600
NH148N,252800,252900,100,,2400,5,5,1,1547.0,4.8,0.01,0.042,26.31225,76.24162,1098,219600
NH148N,252900,253000,100,LVUP,2400,5,5,1,3463.0,4.4,0.003,0.718,26.31136,76.24146,1118,223600
NH148N,253000,253100,100,,2400,5,5,1,1766.0,4.5,0.003,0.0,26.31047,76.2413,1138,227600
NH148N,253100,253200,100,,2400,5,5,1,1141.0,4.8,0.009,0.019,26.30958,76.24114,1158,231600
NH148N,253200,253300,100,,2400,5,5,1,1172.0,5.0,0.017,0.0,26.30869,76.24098,1178,235600
NH148N,253300,253400,100,,2400,5,5,1,2092.0,4.5,0.017,0.068,26.3078,76.24081,1198,239600
NH148N,253400,253500,100,,2400,5,5,1,1014.0,5.2,0.008,0.0,26.30691,76.24065,1218,243600
NH148N,253500,253600,100,,2400,5,5,1,889.0,5.1,0.007,0.0,26.30602,76.24049,1238,247600
NH148N,253600,253700,100,Culvert,2400,5,5,1,896.0,4.8,0.005,0.0,26.30513,76.24033,1258,251600
NH148N,253700,253800,100,,2400,5,5,1,1262.0,4.3,0.001,0.0,26.30423,76.24016,1278,255600
NH148N,253800,253900,100,SVUP,2400,5,5,1,2004.0,4.5,0.005,0.0,26.30334,76.24,1298,259600
NH148N,253900,254000,100,,2400,5,5,1,1508.0,5.0,0.01,0.0,26.30245,76.23984,1318,263600
NH148N,254000,254100,100,,2400,5,5,1,1408.0,4.9,0.003,0.0,26.30156,76.23968,1338,267600
NH148N,254100,254200,100,,2400,5,5,1,1594.0,4.8,0.003,0.0,26.30067,76.23952,1358,271600
NH148N,254200,254300,100,SVUP,2400,5,5,1,1908.0,3.6,0.002,0.046,26.29978,76.23935,1378,275600
NH148N,254300,254400,100,,2400,5,5,1,1224.0,4.7,0.005,0.01,26.29889,76.23919,1398,279600
NH148N,254400,254500,100,,2400,5,5,1,852.0,5.4,0.0,0.031,26.298,76.23903,1418,283600
NH148N,254500,254600,100,,2400,5,5,1,867.0,4.8,0.003,0.012,26.29711,76.23887,1438,287600
NH148N,254600,254700,100,Culvert,2400,5,5,1,794.0,5.0,0.002,0.0,26.29622,76.23871,1458,291600
NH148N,254700,254800,100,Culvert,2400,5,5,1,1547.0,4.8,0.002,0.0,26.29533,76.23854,1478,295600
NH148N,254800,254900,100,,2400,5,5,1,766.0,4.9,0.003,0.0,26.29444,76.23838,1498,299600
NH148N,254900,255000,100,SVUP,2400,5,5,1,1059.0,3.8,0.001,0.011,26.29355,76.23822,1518,303600
NH148N,255000,255100,100,,2400,5,5,1,955.0,4.8,0.004,0.003,26.29266,76.23806,1538,307600
NH148N,255100,255200,100,,2400,5,5,1,963.0,4.8,0.012,0.0,26.29177,76.2379,1558,311600
NH148N,255200,255300,100,,2400,5,5,1,1089.0,4.5,0.001,0.0,26.29088,76.23773,1578,315600
NH148N,255300,255400,100,,2400,5,5,1,1052.0,4.6,0.013,0.0,26.28999,76.23757,1598,319600
NH148N,255400,255500,100,Culvert,2400,5,5,1,1477.0,4.9,0.011,0.0,26.2891,76.23741,1618,323600
NH148N,255500,255600,100,,2400,5,5,1,1000.0,4.8,0.01,0.0,26.28821,76.23725,1638,327600
NH148N,255600,255700,100,,2400,5,5,1,1000.0,3.9,0.01,0.0,26.28731,76.23709,1658,331600
NH148N,255700,255800,100,Culvert,2400,5,5,1,911.0,4.4,0.005,0.0,26.28642,76.23692,1678,335600
NH148N,255800,255900,100,,2400,5,5,1,874.0,4.8,0.014,0.0,26.28553,76.23676,1698,339600
NH148N,255900,256000,100,,2400,5,5,1,1119.0,5.1,0.013,0.0,26.28464,76.2366,1718,343600
NH148N,256000,256100,100,Culvert,2400,5,5,1,1089.0,4.8,0.009,0.031,26.28375,76.23644,1738,347600
NH148N,256100,256200,100,,2400,5,5,1,970.0,4.8,0.003,0.0,26.28286,76.23628,1758,351600
NH148N,256200,256300,100,Minor Bridge,2400,5,5,1,1278.0,4.8,0.012,0.0,26.28197,76.23611,1778,355600
NH148N,256300,256400,100,,2400,5,5,1,948.0,4.4,0.002,0.0,26.28108,76.23595,1798,359600
NH148N,256400,256500,100,SVUP,2400,5,5,1,1555.0,4.3,0.007,0.032,26.28019,76.23579,1818,363600
NH148N,256500,256600,100,Minor Bridge,2400,5,5,1,1300.0,4.9,0.746,0.007,26.2793,76.23563,1838,367600
NH148N,256600,256700,100,,2400,5,5,1,867.0,4.3,0.011,0.024,26.27841,76.23548,1858,371600
NH148N,256700,256800,100,,2400,5,5,1,940.0,4.8,0.009,0.0,26.27752,76.23534,1878,375600
NH148N,256800,256900,100,Culvert,2400,5,5,1,816.0,4.9,0.005,0.0,26.27662,76.2352,1898,379600
NH148N,256900,257000,100,,2400,5,5,1,845.0,5.0,0.003,0.0,26.27573,76.23507,1918,383600
NH148N,257000,257100,100,,2400,5,5,1,1423.0,4.8,0.002,0.0,26.27483,76.23495,1938,387600
NH148N,257100,257200,100,,2400,5,5,1,1119.0,4.3,0.01,0.175,26.27394,76.23483,1958,391600
NH148N,257200,257300,100,Culvert,2400,5,5,1,1369.0,3.9,1.011,0.0,26.27304,76.23472,1978,395600
NH148N,257300,257400,100,,2400,5,5,1,1369.0,3.2,1.016,0.0,26.27214,76.23462,1998,399600
NH148N,257400,257500,100,,2400,5,5,1,1462.0,3.8,1.045,0.0,26.27124,76.23452,2018,403600
NH148N,257500,257600,100,,2400,5,5,1,1029.0,4.5,0.011,0.0,26.27035,76.23443,2038,407600
NH148N,257600,257700,100,,2400,5,5,1,882.0,4.2,0.01,0.0,26.26945,76.23434,2058,411600
NH148N,257700,257800,100,,2400,5,5,1,1081.0,4.7,0.003,0.0,26.26855,76.23427,2078,415600
NH148N,257800,257900,100,LVUP,2400,5,5,1,1431.0,4.0,0.005,0.0,26.26765,76.2342,2098,419600
NH148N,257900,258000,100,,2400,5,5,1,1454.0,3.9,0.005,0.0,26.26675,76.23414,2118,423600
NH148N,258000,258100,100,,2400,5,5,1,1323.0,4.6,0.003,0.0,26.26585,76.23408,2138,427600
NH148N,258100,258200,100,,2400,5,5,1,1022.0,4.5,0.007,0.0,26.26495,76.23403,2158,431600
NH148N,258200,258300,100,,2400,5,5,1,1126.0,4.7,0.005,0.0,26.26404,76.23398,2178,435600
NH148N,258300,258400,100,,2400,5,5,1,1074.0,4.6,0.009,0.0,26.26314,76.23395,2198,439600
NH148N,258400,258500,100,Culvert,2400,5,5,1,1044.0,4.8,0.004,0.0,26.26224,76.23392,2218,443600
NH148N,258500,258600,100,,2400,5,5,1,823.0,4.6,0.002,0.0,26.26134,76.2339,2238,447600
NH148N,258600,258700,100,Culvert,2400,5,5,1,1022.0,4.6,0.002,0.0,26.26043,76.23388,2258,451600
NH148N,258700,258800,100,,2400,5,5,1,963.0,4.1,0.002,0.0,26.25953,76.23386,2278,455600
NH148N,258800,258900,100,,2400,5,5,1,845.0,4.1,0.006,0.0,26.25863,76.23386,2298,459600
NH148N,258900,259000,100,,2400,5,5,1,874.0,4.4,0.006,0.0,26.25773,76.23386,2318,463600
NH148N,259000,259100,100,SVUP,2400,5,5,1,1727.0,3.8,0.002,0.0,26.25683,76.23388,2338,467600
NH148N,259100,259200,100,,2400,5,5,1,1790.0,3.5,0.003,0.0,26.25593,76.23389,2358,471600
NH148N,259200,259300,100,Minor Bridge,2400,5,5,1,926.0,4.0,0.008,0.0,26.25502,76.23391,2378,475600
NH148N,259300,259400,100,,2400,5,5,1,1164.0,4.4,0.005,0.0,26.25412,76.23394,2398,479600
NH148N,259400,259500,100,,2400,5,5,1,1209.0,4.8,0.007,0.0,26.25322,76.23398,2418,483600
NH148N,259500,259600,100,,2400,5,5,1,985.0,5.4,0.008,0.0,26.25232,76.23402,2438,487600
NH148N,259600,259700,100,SVUP,2400,5,5,1,1007.0,4.7,0.007,0.0,26.25142,76.23407,2458,491600
NH148N,259700,259800,100,,2400,5,5,1,904.0,5.1,0.002,0.0,26.25052,76.23413,2478,495600
NH148N,259800,259900,100,,2400,5,5,1,1369.0,5.2,0.003,0.0,26.24962,76.23419,2498,499600
NH148N,259900,260000,100,,2400,5,5,1,1007.0,5.0,0.008,0.0,26.24872,76.23426,2518,503600
NH148N,260000,260100,100,SVUP,2400,5,5,1,1316.0,4.8,0.006,0.0,26.24781,76.23434,2538,507600
NH148N,260100,260200,100,Culvert,2400,5,5,1,940.0,5.0,0.002,0.0,26.24691,76.23443,2558,511600
NH148N,260200,260300,100,,2400,5,5,1,992.0,5.0,0.005,0.0,26.24601,76.23451,2578,515600
NH148N,260300,260400,100,,2400,5,5,1,955.0,5.1,0.006,0.0,26.24511,76.23461,2598,519600
NH148N,260400,260500,100,LVUP,2400,5,5,1,1377.0,4.6,0.004,0.0,26.24422,76.23471,2618,523600
NH148N,260500,260600,100,,2400,5,5,1,940.0,5.2,0.005,0.0,26.24332,76.23482,2638,527600
NH148N,260600,260700,100,,2400,5,5,1,1014.0,5.1,0.003,0.0,26.24242,76.23493,2658,531600
NH148N,260700,260800,100,,2400,5,5,1,1104.0,5.2,0.005,0.0,26.24152,76.23505,2678,535600
NH148N,260800,260900,100,Culvert,2400,5,5,1,911.0,5.0,0.003,0.0,26.24063,76.23517,2698,539600
NH148N,260900,261000,100,,2400,5,5,1,1000.0,4.6,0.001,0.0,26.23973,76.23528,2718,543600
NH148N,261000,261100,100,,2400,5,5,1,1209.0,4.5,0.006,0.015,26.23884,76.23539,2738,547600
NH148N,261100,261200,100,Minor Bridge,2400,5,5,1,1988.0,3.9,0.005,0.042,26.23794,76.23551,2758,551600
NH148N,261200,261300,100,LVUP,2400,5,5,1,1369.0,4.5,0.0,0.0,26.23704,76.23563,2778,555600
NH148N,261300,261400,100,,2400,5,5,1,889.0,4.5,0.001,0.0,26.23615,76.23574,2798,559600
NH148N,261400,261500,100,,2400,5,5,1,963.0,4.1,0.004,0.0,26.23525,76.23586,2818,563600
NH148N,261500,261600,100,,2400,5,5,1,1044.0,4.7,0.006,0.0,26.23436,76.23597,2838,567600
NH148N,261600,261700,100,Culvert,2400,5,5,1,1278.0,4.5,0.006,0.0,26.23346,76.23609,2858,571600
NH148N,261700,261800,100,,2400,5,5,1,985.0,4.8,0.008,0.0,26.23256,76.2362,2878,575600
NH148N,261800,261900,100,,2400,5,5,1,926.0,4.0,0.003,0.0,26.23167,76.23632,2898,579600
NH148N,261900,262000,100,,2400,5,5,1,904.0,4.3,0.001,0.0,26.23077,76.23643,2918,583600
NH148N,262000,262100,100,,2400,5,5,1,948.0,4.0,0.001,0.0,26.22988,76.23655,2938,587600
NH148N,262100,262200,100,Culvert,2400,5,5,1,1339.0,4.5,0.001,0.0,26.22898,76.23667,2958,591600
NH148N,262200,262300,100,,2400,5,5,1,1119.0,4.6,0.004,0.0,26.22808,76.23678,2978,595600
NH148N,262300,262400,100,Minor Bridge cum LVUP,2400,5,5,1,1805.0,4.4,1.044,0.002,26.22719,76.2369,2998,599600
NH148N,262400,262500,100,,2400,5,5,1,1805.0,4.9,0.007,0.0,26.22629,76.23701,3018,603600
NH148N,262500,262600,100,,2400,5,5,1,845.0,4.0,0.007,0.0,26.2254,76.23712,3038,607600
NH148N,262600,262700,100,,2400,5,5,1,992.0,4.3,0.001,0.0,26.2245,76.23724,3058,611600
NH148N,262700,262800,100,,2400,5,5,1,955.0,5.1,0.009,0.0,26.2236,76.23736,3078,615600
NH148N,262800,262900,100,Culvert,2400,5,5,1,1633.0,5.0,0.002,0.0,26.22271,76.23747,3098,619600
NH148N,262900,263000,100,,2400,5,5,1,802.0,5.0,0.001,0.0,26.22181,76.23759,3118,623600
NH148N,263000,263100,100,,2400,5,5,1,1074.0,4.4,0.003,0.0,26.22091,76.23771,3138,627600
NH148N,263100,263200,100,,2400,5,5,1,977.0,4.3,0.005,0.0,26.22002,76.23782,3158,631600
NH148N,263200,263300,100,,2400,5,5,1,1074.0,4.0,0.003,0.0,26.21912,76.23793,3178,635600
NH148N,263300,263400,100,Culvert,2400,5,5,1,1316.0,5.1,0.006,0.0,26.21822,76.23805,3198,639600
NH148N,263400,263500,100,,2400,5,5,1,2004.0,4.7,0.082,0.045,26.21733,76.23816,3218,643600
NH148N,263500,263600,100,,2400,5,5,1,1656.0,4.7,0.033,0.026,26.21643,76.23828,3238,647600
NH148N,263600,263700,100,,2400,5,5,1,1119.0,4.5,0.006,0.0,26.21553,76.23839,3258,651600
NH148N,263700,263800,100,,2400,5,5,1,1240.0,4.5,0.005,0.0,26.21464,76.23851,3278,655600
NH148N,263800,263900,100,Culvert,2400,5,5,1,1300.0,4.8,0.005,0.0,26.21374,76.23863,3298,659600
NH148N,263900,264000,100,,2400,5,5,1,1044.0,4.9,0.003,0.0,26.21285,76.23874,3318,663600
NH148N,264000,264100,100,,2400,5,5,1,1059.0,4.6,0.189,0.0,26.21195,76.23885,3338,667600
NH148N,264100,264200,100,SVUP,2400,5,5,1,838.0,5.0,0.001,0.0,26.21106,76.23897,3358,671600
NH148N,264200,264300,100,,2400,5,5,1,882.0,4.8,0.001,0.0,26.21016,76.23908,3378,675600
NH148N,264300,264400,100,,2400,5,5,1,1014.0,4.2,0.0,0.0,26.20927,76.2392,3398,679600
NH148N,264400,264500,100,,2400,5,5,1,926.0,4.6,0.002,0.0,26.20837,76.23931,3418,683600
NH148N,264500,264600,100,Culvert,2400,5,5,1,809.0,4.1,0.006,0.0,26.20747,76.23944,3438,687600
NH148N,264600,264700,100,,2400,5,5,1,838.0,4.6,0.013,0.0,26.20657,76.23954,3458,691600
NH148N,264700,264800,100,,2400,5,5,1,1007.0,4.0,0.009,0.0,26.20568,76.23966,3478,695600
NH148N,264800,264900,100,,2400,5,5,1,963.0,4.8,0.014,0.0,26.20478,76.23978,3498,699600
NH148N,264900,265000,100,,2400,5,5,1,1052.0,4.6,0.011,0.0,26.20388,76.23989,3518,703600
NH148N,265000,265100,100,,2400,5,5,1,970.0,3.8,0.003,0.0,26.20299,76.24001,3538,707600
NH148N,265100,265200,100,,2400,5,5,1,867.0,4.0,0.001,0.0,26.20209,76.24012,3558,711600
NH148N,265200,265300,100,Culvert,2400,5,5,1,992.0,4.4,0.003,0.005,26.2012,76.24024,3578,715600
NH148N,265300,265400,100,,2400,5,5,1,1104.0,4.6,0.01,0.0,26.2003,76.24035,3598,719600
NH148N,265400,265500,100,,2400,5,5,1,1578.0,4.4,0.013,0.0,26.1994,76.24047,3618,723600
NH148N,265500,265600,100,,2400,5,5,1,1149.0,4.6,0.012,0.0,26.19851,76.24059,3638,727600
NH148N,265600,265700,100,,2400,5,5,1,940.0,4.7,0.008,0.0,26.19761,76.2407,3658,731600
NH148N,265700,265800,100,,2400,5,5,1,1022.0,4.4,0.014,0.0,26.19672,76.24082,3678,735600
NH148N,265800,265900,100,Culvert,2400,5,5,1,940.0,5.0,0.011,0.0,26.19582,76.24093,3698,739600
NH148N,265900,266000,100,,2400,5,5,1,1339.0,4.5,0.141,0.0,26.19492,76.24105,3718,743600
NH148N,266000,266100,100,Major Bridge,2400,5,5,1,1750.0,4.2,0.008,0.075,26.19403,76.24116,3738,747600
NH148N,266100,266200,100,Major Bridge,2400,5,5,1,1570.0,3.5,0.994,0.005,26.19313,76.24128,3758,751600
NH148N,266200,266300,100,Major Bridge,2400,5,5,1,1454.0,3.4,0.013,0.0,26.19223,76.24139,3778,755600
NH148N,266300,266400,100,Major Bridge,2400,5,5,1,1508.0,3.4,0.011,0.001,26.19133,76.24151,3798,759600
NH148N,266400,266500,100,Major Bridge,2400,5,5,1,1508.0,3.5,0.116,0.01,26.19043,76.24162,3818,763600
NH148N,266500,266600,100,Major Bridge,2400,5,5,1,1648.0,3.9,1.045,0.004,26.18954,76.24174,3838,767600
NH148N,266600,266700,100,Major Bridge,2400,5,5,1,1570.0,3.7,1.767,0.002,26.18864,76.24185,3858,771600
NH148N,266700,266800,100,Major Bridge,2400,5,5,1,2318.0,3.8,1.015,0.005,26.18775,76.24197,3878,775600
NH148N,266800,266900,100,,2400,5,5,1,1408.0,4.6,0.004,0.0,26.18685,76.24208,3898,779600
NH148N,266900,267000,100,,2400,5,5,1,1164.0,5.3,0.002,0.006,26.18595,76.2422,3918,783600
NH148N,267000,267100,100,,2400,5,5,1,1141.0,4.6,0.002,0.025,26.18506,76.24231,3938,787600
NH148N,267100,267200,100,Culvert,2400,5,5,1,896.0,5.0,0.0,0.0,26.18416,76.24243,3958,791600
NH148N,267200,267300,100,,2400,5,5,1,1059.0,5.0,0.0,0.0,26.18327,76.24254,3978,795600
NH148N,267300,267400,100,,2400,5,5,1,992.0,4.8,0.001,0.0,26.18237,76.24266,3998,799600
NH148N,267400,267500,100,,2400,5,5,1,1052.0,4.6,0.002,0.007,26.18147,76.24277,4018,803600
NH148N,267500,267600,100,,2400,5,5,1,1278.0,4.0,0.001,0.0,26.18058,76.24289,4038,807600
NH148N,267600,267700,100,,2400,5,5,1,823.0,4.7,0.0,0.0,26.17968,76.24301,4058,811600
NH148N,267700,267800,100,,2400,5,5,1,823.0,3.3,0.0,0.011,26.17879,76.24312,4078,815600
NH148N,267800,267900,100,,2400,5,5,1,809.0,3.3,0.006,0.007,26.17789,76.24323,4098,819600
NH148N,267900,268000,100,Culvert,2400,5,5,1,1400.0,4.0,0.009,0.012,26.17699,76.24335,4118,823600
NH148N,268000,268100,100,,2400,5,5,1,1209.0,4.6,0.005,0.0,26.1761,76.24347,4138,827600
NH148N,268100,268200,100,Culvert,2400,5,5,1,1156.0,4.2,0.001,0.0,26.1752,76.24358,4158,831600
NH148N,268200,268300,100,,2400,5,5,1,758.0,4.5,0.0,0.007,26.17431,76.2437,4178,835600
NH148N,268300,268400,100,,2400,5,5,1,955.0,4.2,0.0,0.007,26.17341,76.24381,4198,839600
NH148N,268400,268500,100,SVUP,2400,5,5,1,1400.0,4.2,0.0,0.0,26.17252,76.24392,4218,843600
NH148N,268500,268600,100,,2400,5,5,1,933.0,4.4,0.002,0.0,26.17162,76.24404,4238,847600
NH148N,268600,268700,100,,2400,5,5,1,802.0,3.4,0.001,0.0,26.17073,76.24416,4258,851600
NH148N,268700,268800,100,,2400,5,5,1,1134.0,3.2,0.004,0.0,26.16983,76.24427,4278,855600
NH148N,268800,268900,100,Culvert,2400,5,5,1,926.0,3.4,0.001,0.0,26.16893,76.24438,4298,859600
NH148N,268900,269000,100,,2400,5,5,1,940.0,4.2,0.009,0.0,26.16804,76.2445,4318,863600
NH148N,269000,269100,100,,2400,5,5,1,940.0,5.0,0.005,0.0,26.16714,76.24462,4338,867600
NH148N,269100,269200,100,,2400,5,5,1,1081.0,5.0,0.012,0.0,26.16625,76.24473,4358,871600
NH148N,269200,269300,100,Culvert,2400,5,5,1,1007.0,4.7,0.003,0.0,26.16535,76.24485,4378,875600
NH148N,269300,269400,100,,2400,5,5,1,874.0,4.7,0.002,0.0,26.16445,76.24496,4398,879600
NH148N,269400,269500,100,,2400,5,5,1,918.0,4.4,0.009,0.0,26.16356,76.24508,4418,883600
NH148N,269500,269600,100,Culvert,2400,5,5,1,1089.0,4.9,0.006,0.0,26.16266,76.24519,4438,887600
NH148N,269600,269700,100,,2400,5,5,1,1029.0,5.2,0.009,0.0,26.16177,76.24531,4458,891600
NH148N,269700,269800,100,,2400,5,5,1,1066.0,4.6,0.006,0.0,26.16087,76.24542,4478,895600
NH148N,269800,269900,100,,2400,5,5,1,1104.0,4.6,0.003,0.0,26.15998,76.24554,4498,899600
NH148N,269900,270000,100,,2400,5,5,1,1014.0,5.0,0.0,0.0,26.15908,76.24565,4518,903600
NH148N,270000,270100,100,SVUP,2400,5,5,1,1134.0,4.3,0.0,0.0,26.15818,76.24577,4538,907600
NH148N,270100,270200,100,,2400,5,5,1,955.0,4.9,0.001,0.0,26.15729,76.24588,4558,911600
NH148N,270200,270300,100,,2400,5,5,1,1293.0,4.7,0.001,0.0,26.15639,76.246,4578,915600
NH148N,270300,270400,100,,2400,5,5,1,1346.0,4.6,0.007,0.0,26.1555,76.24611,4598,919600
NH148N,270400,270500,100,Culvert,2400,5,5,1,911.0,4.8,0.001,0.0,26.1546,76.24623,4618,923600
NH148N,270500,270600,100,,2400,5,5,1,1172.0,4.7,0.005,0.0,26.1537,76.24634,4638,927600
NH148N,270600,270700,100,Culvert,2400,5,5,1,1262.0,4.6,0.001,0.0,26.15281,76.24646,4658,931600
NH148N,270700,270800,100,,2400,5,5,1,1059.0,5.0,0.002,0.0,26.15191,76.24657,4678,935600
NH148N,270800,270900,100,Culvert,2400,5,5,1,1096.0,4.7,0.012,0.009,26.15101,76.24669,4698,939600
NH148N,270900,271000,100,,2400,5,5,1,926.0,4.8,0.003,0.005,26.15012,76.2468,4718,943600
NH148N,271000,271100,100,,2400,5,5,1,1240.0,5.0,0.002,0.0,26.14922,76.24692,4738,947600
NH148N,271100,271200,100,,2400,5,5,1,1029.0,5.0,0.002,0.0,26.14833,76.24704,4758,951600
NH148N,271200,271300,100,LVUP,2400,5,5,1,2172.0,4.1,0.001,0.032,26.14743,76.24715,4778,955600
NH148N,271300,271400,100,,2400,5,5,1,1270.0,4.6,0.0,0.0,26.14654,76.24727,4798,959600
NH148N,271400,271500,100,,2400,5,5,1,926.0,5.1,0.002,0.0,26.14564,76.24738,4818,963600
NH148N,271500,271600,100,,2400,5,5,1,794.0,5.0,0.001,0.007,26.14474,76.2475,4838,967600
NH148N,271600,271700,100,Culvert,2400,5,5,1,1104.0,4.9,0.001,0.0,26.14385,76.24761,4858,971600
